ONS Code,Area name,Mode,Purpose,Frequency,2021,2020,2019,2018,2017,2016
E09000018,Hounslow,Cycling,Travel,At least once per week,6.32264219823775,5.0042,7.276958716734535,8.2058,7.8923,4.7853
E09000018,Hounslow,Cycling,Travel,At least 3 times per week,2.14059334257589,2.6488,3.0372252636936636,5.4169,4.2532,2.6822
E09000018,Hounslow,Cycling,Travel,At least 5 times per week,0.531317277454409,2.0884,2.055884060470278,2.7227,1.9264,1.2831000000000001
E09000021,Kingston upon Thames,Cycling,Travel,At least once per month,10.2651405305415,11.2071,14.615442092903102,14.877699999999999,16.7423,13.5669
E09000021,Kingston upon Thames,Cycling,Travel,At least once per week,5.63183609866961,7.5433,12.48251900548525,13.106499999999999,11.2145,10.124600000000001
E09000021,Kingston upon Thames,Cycling,Travel,At least 3 times per week,2.02353304631141,3.948,7.597066654277576,6.0734,5.6443,6.5792
E09000021,Kingston upon Thames,Cycling,Travel,At least 5 times per week,1.08934207492256,1.8769999999999998,3.039984082761651,3.5090000000000003,3.6229999999999998,4.087
E09000024,Merton,Cycling,Travel,At least once per month,10.1199656398361,7.506,12.217532840089072,9.9436,9.875399999999999,11.0331
E09000024,Merton,Cycling,Travel,At least once per week,7.54609549204068,5.332,9.688867404190592,8.4255,8.2923,9.381599999999999
E09000024,Merton,Cycling,Travel,At least 3 times per week,3.33904022616612,3.4042000000000003,6.90698785959571,2.4187,6.421799999999999,3.7518000000000002
E09000024,Merton,Cycling,Travel,At least 5 times per week,2.49772971372437,1.3214,3.772798222077437,0.9494,3.9935,2.2735
E09000026,Redbridge,Cycling,Travel,At least once per month,2.55060537483302,2.9266,4.609893357617981,2.9155,4.9699,5.3238
E09000026,Redbridge,Cycling,Travel,At least once per week,1.41092368864894,2.0498,3.4982537897696786,2.4585,3.4781,4.4592
E09000026,Redbridge,Cycling,Travel,At least 3 times per week,0.167542320725347,1.2669,2.2281959065123695,1.1954,1.1925,2.8791
E09000026,Redbridge,Cycling,Travel,At least 5 times per week,0.167542320725347,0.181,0.9191008715506223,0.6497,0.6647000000000001,1.6942
E09000027,Richmond upon Thames,Cycling,Travel,At least once per month,16.0810933857867,19.9523,23.9419738523061,21.4036,16.3101,21.1787
E09000027,Richmond upon Thames,Cycling,Travel,At least once per week,11.1349566268262,16.562099999999997,18.769234669906282,19.2365,12.6764,15.6031
E09000027,Richmond upon Thames,Cycling,Travel,At least 3 times per week,2.89806136418147,6.4094,8.007055625330713,9.8608,6.4167000000000005,7.530399999999999
E09000027,Richmond upon Thames,Cycling,Travel,At least 5 times per week,2.17791774213737,3.8575,3.9699540467184615,6.0974,4.1149,4.2213
E09000029,Sutton,Cycling,Travel,At least once per month,3.85449072228223,4.628,6.767629706324607,5.3712,4.2569,8.665799999999999
E09000029,Sutton,Cycling,Travel,At least once per week,2.52813408007025,3.7315,4.668664324155456,2.4421000000000004,3.2168,5.2001
E09000029,Sutton,Cycling,Travel,At least 3 times per week,0.844628220806592,1.7332,2.8244531509280546,0.6162,1.7274999999999998,2.5384
E09000029,Sutton,Cycling,Travel,At least 5 times per week,0.38893149664543,0.306,2.169983799994411,0.4626,1.0211,1.3188
E09000031,Waltham Forest,Cycling,Travel,At least once per month,13.3186144258751,14.680599999999998,11.581432885447363,11.186599999999999,11.8133,11.6975
E09000031,Waltham Forest,Cycling,Travel,At least once per week,7.83809955107423,9.6356,9.148015199041588,8.4662,10.1178,8.720600000000001
E09000031,Waltham Forest,Cycling,Travel,At least 3 times per week,2.98968702664183,4.725,4.918454303480576,3.8966000000000003,6.2883,4.2508
E09000031,Waltham Forest,Cycling,Travel,At least 5 times per week,2.25871876247373,3.3382,1.4983347805341631,1.6824999999999999,5.1212,1.8875
